date,amount,month,quarter,year,week_of_year,week_of_month,lag_1,lag_2,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,pct_change
2022-11-27,130.0,11,4,2022,47,4,509.0,694.0,10.0,524.9549999999999,376.36671137779246,932.2,1654.3534119234803,1008.5500000000001,1383.4777315551903,-0.7445972495088409
2022-12-04,155.0,12,4,2022,48,1,130.0,509.0,886.8199999999999,554.9549999999999,322.57634977371555,329.85249999999996,330.84876526681126,837.5500000000001,1351.7022994862323,0.1923076923076923
2022-12-11,65.0,12,4,2022,49,2,155.0,130.0,694.0,372.0,275.74505133063525,344.97749999999996,317.9040529894909,821.7166666666667,1359.088960813848,-0.5806451612903225
2022-12-18,45.0,12,4,2022,50,3,65.0,155.0,509.0,214.75,199.80052552483818,342.47749999999996,320.310119448997,748.5500000000001,1375.5006021214124,-0.3076923076923077
2022-12-25,111.0,12,4,2022,51,4,45.0,65.0,130.0,98.75,52.181574014859905,311.85249999999996,337.3056812765399,654.3833333333333,1382.3147792238246,1.4666666666666668
2023-01-01,55.0,1,1,2023,52,1,111.0,45.0,155.0,94.0,49.166384179996136,324.47749999999996,326.09760334468115,251.23499999999999,289.4847161454683,-0.5045045045045045
2023-01-08,3000.0,1,1,2023,1,2,55.0,111.0,65.0,69.0,29.166190472331728,220.5,243.27409585545232,252.98499999999999,288.1123186442219,53.54545454545455
2023-01-15,60.0,1,1,2023,2,3,3000.0,55.0,45.0,802.75,1465.1212407169587,508.75,1017.7699361138278,495.90166666666664,837.9013912674229,-0.98
2023-01-22,2265.0,1,1,2023,3,4,60.0,3000.0,111.0,806.5,1462.5522212898932,452.625,1030.0600450597885,476.73499999999996,845.6343820792467,36.75
2023-01-29,459.0,1,1,2023,4,5,2265.0,60.0,55.0,1345.0,1516.657509129863,719.5,1197.4976289866188,664.6516666666666,973.3900767358801,-0.7973509933774834
2023-02-05,210.0,2,1,2023,5,1,459.0,2265.0,3000.0,1446.0,1411.9539652552417,757.5,1181.745198545658,629.0,972.347300467933,-0.542483660130719
2023-02-12,156.0,2,1,2023,6,2,210.0,459.0,60.0,748.5,1024.3041540480058,775.625,1170.6667132755722,588.6666666666666,979.4185040423782,-0.2571428571428571
2023-02-19,60.0,2,1,2023,7,3,156.0,210.0,2265.0,772.5,1003.7126082699174,789.5,1161.3911608805324,559.25,987.2982532695452,-0.6153846153846154
2023-02-26,304.0,2,1,2023,8,4,60.0,156.0,459.0,221.25,170.20649223810753,783.125,1165.7792534854723,553.4166666666666,990.2673154560894,4.066666666666666
2023-03-05,470.0,3,1,2023,9,1,304.0,60.0,210.0,182.5,102.02450685987648,814.25,1146.7303519136494,565.8333333333334,985.7413300135962,0.5460526315789473
2023-03-12,110.0,3,1,2023,10,2,470.0,304.0,156.0,247.5,179.0968080862069,498.0,731.51760060849,599.5833333333334,973.8969012387442,-0.7659574468085106
2023-03-19,230.0,3,1,2023,11,3,110.0,470.0,60.0,236.0,188.17722143412476,504.25,727.443026733269,605.0,970.7075207852749,1.0909090909090908
2023-03-26,85.0,3,1,2023,12,4,230.0,110.0,304.0,278.5,150.6286825276014,249.875,151.9082782471129,614.9166666666666,965.7974997928213,-0.6304347826086957
2023-04-02,120.0,4,2,2023,13,1,85.0,230.0,470.0,223.75,175.94388309913182,203.125,134.95971621192098,617.4166666666666,964.2539705373132,0.41176470588235303
